1698,-24.5705
1699,-20.345
1700,-23.3185
1701,-22.6925
1702,-20.1885
1703,-22.223
1704,-22.3795
1705,-25.979
1706,-24.414
1707,-22.849
1708,-28.483
1709,-21.4405
1710,-23.6315
1711,-19.406
1712,-25.5095
1713,-19.5625
1714,-24.101
1715,-19.719
1716,-19.719
1717,-17.215
1718,-20.032
1719,-23.0055
1720,-21.1275
1721,-22.6925
1722,-20.971
1723,-20.971
1724,-19.8755
1725,-17.0585
1726,-21.4405
1727,-20.658
1728,-23.3185
1729,-20.032
1730,-20.8145
1731,-17.215
1732,-19.8755
1733,-25.8225
1734,-25.5095
1735,-20.971
1736,-18.6235
1737,-22.223
1738,-21.91
1739,-23.0055
1740,-23.162
1741,-23.3185
1742,-19.719
1743,-21.284
1744,-22.223
1745,-25.353
1746,-23.9445
1747,-18.467
1748,-23.6315
1749,-19.093
1750,-26.1355
1751,-22.849
1752,-21.7535
1753,-24.2575
1754,-23.475
1755,-24.414
1756,-20.5015
1757,-20.1885
1758,-24.414
1759,-25.353
1760,-21.1275
1761,-22.6925
1762,-23.475
1763,-23.9445
1764,-23.3185
1765,-21.284
1766,-20.8145
1767,-20.971
1768,-24.8835
1769,-23.9445
1770,-21.91
1771,-24.2575
1772,-23.162
1773,-23.6315
1774,-20.658
1775,-24.727
1776,-27.231
1777,-23.3185
1778,-21.597
1779,-24.101
1780,-25.04
1781,-20.971
1782,-27.0745
1783,-24.2575
1784,-20.5015
1785,-23.0055
1786,-22.0665
1787,-19.8755
1788,-26.918
1789,-22.6925
1790,-20.1885
1791,-21.597
1792,-19.093
1793,-21.597
1794,-15.1805
1795,-20.8145
1796,-22.6925
1797,-17.0585
1798,-20.032
1799,-26.1355
1800,-24.8835
1801,-26.292
1802,-24.8835
1803,-20.5015
1804,-24.727
1805,-15.8065
1806,-21.7535
1807,-24.2575
1808,-19.5625
1809,-23.3185
1810,-20.345
1811,-24.8835
1812,-22.3795
1813,-19.406
1814,-23.162
1815,-20.1885
1816,-18.154
1817,-19.8755
1818,-24.5705
1819,-20.658
1820,-20.971
1821,-21.1275
1822,-19.719
1823,-24.2575
1824,-24.727
1825,-20.971
1826,-20.971
1827,-22.536
1828,-25.979
1829,-22.3795
1830,-20.971
1831,-22.3795
1832,-20.032
1833,-18.6235
1834,-23.788
1835,-22.536
1836,-21.4405
1837,-21.4405
1838,-24.727
1839,-23.6315
1840,-25.1965
1841,-18.9365
1842,-20.5015
1843,-18.154
1844,-22.223
1845,-22.6925
1846,-24.101
1847,-21.7535
1848,-22.849
1849,-21.1275
1850,-26.7615
1851,-24.5705
1852,-23.162
1853,-25.353
1854,-23.162
1855,-20.971
1856,-25.979
1857,-23.788
1858,-19.093
1859,-23.6315
1860,-23.0055
1861,-20.5015
1862,-21.284
1863,-21.91
1864,-18.78
1865,-17.3715
1866,-20.658
1867,-23.3185
1868,-23.475
1869,-23.162
1870,-25.666
1871,-21.597
1872,-22.3795
1873,-22.6925
1874,-23.9445
1875,-20.8145
1876,-22.0665
1877,-22.6925
1878,-20.345
1879,-23.6315
1880,-27.857
1881,-23.6315
1882,-20.5015
1883,-24.5705
1884,-23.3185
1885,-18.78
1886,-20.8145
1887,-24.101
1888,-23.475
1889,-23.162
1890,-20.8145
1891,-23.3185
1892,-22.223
1893,-24.2575
1894,-28.17
1895,-20.032
1896,-19.406
1897,-20.032
1898,-22.0665
1899,-21.284
1900,-20.8145
1901,-22.536
1902,-21.4405
1903,-20.032
1904,-21.1275
1905,-23.3185
1906,-20.658
1908,-21.284
1909,-24.101
1910,-21.91
1911,-25.979
1912,-20.1885
1913,-21.4405
1914,-21.91
1915,-22.223
1916,-24.727
1917,-27.231
1918,-26.605
1919,-21.91
1920,-21.1275
1921,-21.7535
1922,-20.345
1923,-22.223
1924,-21.4405
1925,-21.91
1926,-22.6925
1927,-25.666
1928,-22.223
1929,-22.849
1930,-17.0585
1931,-20.658
1932,-23.162
1933,-23.162
1934,-21.4405
1935,-20.971
1936,-25.666
1937,-23.9445
1938,-20.5015
1939,-19.2495
1940,-23.0055
1941,-25.353
1942,-23.0055
1943,-18.9365
1944,-18.154
1945,-21.7535
1946,-23.6315
1947,-21.597
1948,-18.78
1949,-23.9445
1950,-22.223
1951,-18.6235
1952,-23.475
1953,-23.475
1954,-23.3185
1955,-18.78
1956,-25.5095
1957,-23.0055
1958,-21.4405
1959,-22.849
1960,-25.5095
1961,-21.7535
1962,-23.0055
1963,-27.3875
1964,-22.536
1965,-23.0055
1966,-27.3875
1967,-21.7535
1968,-23.0055
1969,-24.727
1970,-20.345
1971,-23.0055
1972,-24.101
1973,-23.475
1974,-22.3795
1975,-25.979
1976,-23.9445
1977,-22.3795
1978,-18.6235
1979,-22.6925
1980,-23.788
1981,-21.597
1982,-20.1885
1983,-24.5705
1984,-23.3185
1985,-24.2575
1986,-21.597
1987,-20.5015
1988,-26.4485
1989,-24.101
1990,-19.5625
1991,-19.8755
1992,-19.5625
1993,-24.2575
1994,-20.971
1995,-21.91
1996,-20.5015
1997,-24.101
1998,-22.6925
1999,-18.3105
2000,-21.91
2001,-23.162
2002,-25.8225
2003,-21.4405
2004,-23.162
2005,-24.2575
2006,-17.9975
2007,-18.6235
2008,-22.3795
2009,-24.414
2010,-20.1885
2011,-22.0665
2012,-19.719
2013,-25.353
2014,-20.5015
2015,-23.475
2016,-25.353
2017,-19.8755
2018,-22.3795
2019,-25.5095
2020,-20.971
2021,-23.3185
2022,-16.1195
2023,-21.284
2024,-18.78
2025,-22.3795
2026,-21.1275
2027,-23.788
2028,-24.101
2029,-22.536
2030,-23.788
2031,-22.536
2032,-24.727
2033,-23.3185
2034,-17.528
2035,-22.223
2036,-25.666
2037,-26.292
2038,-19.406
2039,-23.3185
2040,-24.414
2041,-18.9365
2042,-25.5095
2043,-22.223
2044,-19.406
2045,-24.727
2046,-21.4405
2047,-24.727
2048,-20.345
2049,-22.0665
2050,-26.4485
2051,-19.2495
2052,-21.91
2053,-22.223
2054,-20.658
2055,-23.6315
2056,-23.788
2057,-22.849
2058,-23.162
2059,-23.3185
2060,-23.788
2061,-20.8145
2062,-22.6925
2063,-20.658
2064,-20.1885
2065,-26.605
2066,-27.7005
2067,-17.0585
2068,-21.597
2069,-25.1965
2070,-16.276
2071,-22.849
2072,-20.1885
2073,-22.3795
2074,-22.6925
2075,-20.971
2076,-27.857
2077,-18.78
2078,-23.0055
