778808078722,780149850239,779155505680,380077625856,381419401728,380425053941.64685
780149850239,781491565948,780497295929,381419401728,382761121792,381766848545.7546
781491565948,782833310836,781839030881,382761121792,384102871040,383108587854.0873
782833310836,784175056755,783180763787,384102871040,385444621312,384450325118.2348
784175056755,785516794478,784522505890,385444621312,386786363392,385792071575.26514
785516794478,786858538852,785864244413,386786363392,388128112128,387133814456.5569
786858538852,788200283230,787205982949,388128112128,389469860864,388475557353.50214
788200283230,789542026073,788547725065,389469860864,390811608064,389817303827.2371
789542026073,790883763788,789889465126,390811608064,392153350144,391159048247.30396
790883763788,792225508167,791231203646,392153350144,393495098880,392500791130.2294
792225508167,793567199295,792572940621,393495098880,394836794368,393842532463.02704
793567199295,794908937019,793914625900,394836794368,396178536448,395184222100.93304
794908937019,796250738220,795256369546,396178536448,397520342016,396525970105.74713
796250738220,797592475426,796598202299,397520342016,398862083584,397867807224.6089
797592475426,798934173715,797939940283,398862083584,400203786240,399209549571.9391
798934173715,800275891970,799281627619,400203786240,401545508864,400551241275.4045
800275891970,801617662978,800623318031,401545508864,402887284224,401892936051.86755
801617662978,802959377129,801965107766,402887284224,404229002752,403234730145.44995
802959377129,804301119963,803306800208,404229002752,405570749952,404576426961.50665
804301119963,805642885832,804648584818,405570749952,406912520192,405918215938.91797
805642885832,806984607164,805990326939,406912520192,408254245888,407259962429.0655
806984607164,808326367924,807332059868,408254245888,409596011008,408601699721.0342
808326367924,809668092834,808673801977,409596011008,410937740288,409943446192.59326
809668092834,811009835657,810015536931,410937740288,412279487488,411285185518.42346
811009835657,812351599486,811357280582,412279487488,413621255680,412626933542.7832
812351599486,813693315698,812699063164,413621255680,414962976256,413968720488.1432
813693315698,815035060062,814040757141,414962976256,416304724992,415310418831.1188
815035060062,816376753221,815382494171,416304724992,417646422528,416652160234.43286
816376753221,817718550853,816724181012,417646422528,418988224512,417993851445.85077
817718550853,819060238376,818066015300,418988224512,420329916416,419335690093.5725
819060238376,820402030881,819407661179,420329916416,421671713280,420677340347.6514
820402030881,821743725573,820749495485,421671713280,423013412352,422019179018.3079
821743725573,823085468399,822091178736,423013412352,424355159552,423360866647.67615
823085468399,824427182573,823432920901,424355159552,425696878080,424702613181.519
824427182573,825768928983,824774614899,425696878080,427038628864,426044311538.6052
825768928983,827110698430,826116353472,427038628864,428380402688,427386054486.33704
827110698430,828452439226,827458139677,428380402688,429722147840,428727845062.97797
828452439226,829794182059,828799879774,429722147840,431063895040,430069589518.8224
829794182059,831135921303,830141616318,431063895040,432405638656,431411330431.09973
831135921303,832477664130,831483354909,432405638656,433747385856,432753073394.3535
832477664130,833819412089,832825091425,433747385856,435089138176,434094814280.2213
833819412089,835161151326,834166878116,435089138176,436430881792,435436605337.0159
835161151326,836502890062,835508616165,436430881792,437772624896,436778347762.16394
836502890062,837844565310,836850354760,437772624896,439114304512,438120090725.217
837844565310,839186354227,838191999134,439114304512,440456097792,439461739465.72595
839186354227,840528043805,839533781764,440456097792,441797791744,440803526461.6376
840528043805,841869841422,840875470174,441797791744,443139593728,442145219243.7301
841869841422,843211534587,842217306575,443139593728,444481291264,443487060012.9803
843211534587,844553278970,843558998580,444481291264,445823040000,444828756384.2719
844553278970,845894996712,844900731548,445823040000,447164762112,446170493709.6596
845894996712,847236762577,846242429201,447164762112,448506532352,447512195733.84827
847236762577,848578482373,847584212360,448506532352,449848256512,448853983265.09503
848578482373,849920223164,848925906451,449848256512,451190001664,450195681719.2169
849920223164,851261990569,850267687030,451190001664,452531773440,451537466661.91345
851261990569,852603710370,851609430755,452531773440,453873497600,452879214754.76904
852603710370,853945474187,852951165809,453873497600,455215265792,454220954171.9248
853945474187,855287199106,854292907444,455215265792,456556995072,455562700178.2601
855287199106,856628964983,855634644569,456556995072,457898765312,456904441664.7832
856628964983,857970682722,856976430792,457898765312,459240487424,458246232253.4796
857970682722,859312421971,858318122845,459240487424,460582231040,459587928677.82404
859312421971,860654166337,859659862997,460582231040,461923979776,460929673197.59955
860654166337,861995905588,861001600094,461923979776,463265723392,462271414663.2854
861995905588,863337596721,862343338224,463265723392,464607418880,463613157155.7328
863337596721,864679343132,863685028735,464607418880,465949169664,464954852026.3453
864679343132,866021135124,865026767378,465949169664,467290966016,466296595038.9154
866021135124,867362880002,866368599715,467290966016,468632715264,467638431738.67584
867362880002,868704549623,867710332751,468632715264,469974389248,468980169142.888
868704549623,870046315502,869051982303,469974389248,471316159488,470321823057.22375
870046315502,871388026084,870393765500,471316159488,472657874432,471663610615.5856
871388026084,872729776102,871735459095,472657874432,473999628800,473005308569.38983
872729776102,874071545045,873077240259,473999628800,475341402112,474347094088.39514
874071545045,875413263298,874418985589,475341402112,476683124736,475688843787.8789
875413263298,876755027132,875760717071,476683124736,478024892928,477030579637.5172
876755027132,878096752057,877102460878,478024892928,479366622208,478372327801.70807
878096752057,879438517926,878444195959,479366622208,480708392448,479714067241.84973
879438517926,880780235676,879785982253,480708392448,482050114560,481055857904.6261
880780235676,882121997982,881127676368,482050114560,483391881216,482397556378.4044
882121997982,883463740304,882469462665,483391881216,484733627904,483739347029.64246
