411383908020,414642424981,411426922276,237362185728,240620713984,237405200133.10037
414642424981,417900930684,414685428569,240620713984,243879230976,240663717720.9847
417900930684,421159470687,417943949533,243879230976,247137782272,243922249974.0888
421159470687,424417969224,421202465820,247137782272,250396292096,247180777553.92935
424417969224,427676439578,424460983557,250396292096,253654773760,250439306578.30078
427676439578,430935014413,427719439363,253654773760,256913359872,253697773693.81003
430935014413,434193532395,430978014912,256913359872,260171889152,256956360520.0922
434193532395,437452007890,434236527543,260171889152,263430375936,260214884448.95685
437452007890,440710502820,437494992041,263430375936,266688882176,263473360236.19485
440710502820,443969051021,440753502659,266688882176,269947441664,266731882163.9434
443969051021,447227574127,444012015308,269947441664,273205976064,269990406099.9137
447227574127,450486092113,447270537682,273205976064,276464505344,273248939767.91138
450486092113,453744590138,450529107683,276464505344,279723014656,276507521063.0002
453744590138,457003129106,453787566596,279723014656,282981564928,279765991263.08704
457003129106,460261634803,457046142258,282981564928,286240081920,283024578229.09705
460261634803,463520152273,460304596563,286240081920,289498610688,286283043828.9579
463520152273,466778671791,463563167640,289498610688,292757141504,289541626204.1437
466778671791,470037142160,466821686492,292757141504,296015623168,292800156354.104
470037142160,473295717997,470080141357,296015623168,299274210304,296058622514.0982
473295717997,476554237506,473338712972,299274210304,302532741120,299317205428.1918
476554237506,479812684330,476597232871,302532741120,305791199232,302575736633.9457
479812684330,483071200262,479855687793,305791199232,309049726464,305834202844.12897
483071200262,486329730510,483114199554,309049726464,312308268032,309092725905.37775
486329730510,489588273067,486372715907,312308268032,315566821888,312351253578.05194
489588273067,492846792582,489631286048,315566821888,318825352704,315609835018.17505
492846792582,496105294171,492889807074,318825352704,322083865600,318868367345.2603
496105294171,499363838775,496148258969,322083865600,325342421504,322126830546.9935
499363838775,502622335238,499406834265,325342421504,328600929280,325385417143.27374
502622335238,505880808158,502665350697,328600929280,331859413504,328643944888.2254
505880808158,509139322542,505923807256,331859413504,335117939200,331902412751.2723
509139322542,512397848710,509182325788,335117939200,338376476672,335160942595.18054
512397848710,515656371810,512440843293,338376476672,341635011072,338419471404.09784
515656371810,518914868269,515699354653,341635011072,344893518848,341677994064.2826
518914868269,522173414411,518957868086,344893518848,348152076288,344936518814.08856
522173414411,525431936990,522216388167,348152076288,351410610176,348195050193.14435
525431936990,528690454945,525474904166,351410610176,354669139456,351453577501.3327
528690454945,531948972419,528733470348,354669139456,357927668224,354712155008.0911
531948972419,535207500620,531991986846,357927668224,361186207744,357970682800.41724
535207500620,538465997079,535250499802,361186207744,364444715520,361229207075.33936
538465997079,541724539628,538508963618,364444715520,367703269376,364487682208.092
541724539628,544982987955,541767534464,367703269376,370961729024,367746264361.3793
544982987955,548241501833,545025987549,370961729024,374220254208,371004728767.1948
548241501833,551500078156,548284501533,374220254208,377478841856,374263254057.44305
551500078156,554758553119,551543072917,377478841856,380737328128,377521836766.2194
554758553119,558017072098,554801532153,380737328128,383995858432,380780307311.37384
558017072098,561275596715,558060045155,383995858432,387254394368,384038831638.2737
561275596715,564534089595,561318561228,387254394368,390512898560,387297359030.15314
564534089595,567792614215,564577074263,390512898560,393771434496,390555883377.2745
567792614215,571051135240,567835590317,393771434496,397029966848,393814410747.38995
571051135240,574309657810,571094099236,397029966848,400288500736,397072930993.2291
574309657810,577568175770,574352675728,400288500736,403547030016,400331518803.44305
577568175770,580826693215,577611190803,403547030016,406805558784,403590045198.4726
580826693215,584085210653,580869706853,406805558784,410064087552,406848572571.56024
584085210653,587343736798,584128213736,410064087552,413322625024,410107090784.4835
587343736798,590602257839,587386737529,413322625024,416581157376,413365625904.2644
590602257839,593860704109,590645252108,416581157376,419839614976,416624151794.49615
593860704109,597119227193,593903707288,419839614976,423098149376,419882618304.3388
597119227193,600377748220,597162222401,423098149376,426356681728,423141144733.43
600377748220,603636272824,600420732891,426356681728,429615217664,426399666548.48553
603636272824,606894793853,603679249051,429615217664,432873750016,429658194040.33765
606894793853,610153314362,606937766752,432873750016,436132281856,432916723064.43164
610153314362,613411831810,610196277285,436132281856,439390810624,436175244928.252
613411831810,616670349248,613454846692,439390810624,442649339392,439433825655.5645
616670349248,619928878458,616713363889,442649339392,445907879936,442692354182.61597
619928878458,623187394874,619971878019,445907879936,449166407680,445950879646.4849
623187394874,626445845754,623230390095,449166407680,452424869888,449209403050.47284
626445845754,629704390845,626488848949,452424869888,455683426304,452467873232.45667
629704390845,632962914426,629747354935,455683426304,458941961216,455726390543.4008
632962914426,636221433912,633005932584,458941961216,462200492032,458984979523.5758
636221433912,639479934452,636264448831,462200492032,465459003904,462243507100.59186
639479934452,642738477488,639522899022,465459003904,468717558272,465501968623.41473
642738477488,645996973923,642781477217,468717558272,471976066048,468760558150.65796
645996973923,649255493404,646039989461,471976066048,475234596864,472019081735.63275
649255493404,652513967337,649298506781,475234596864,478493082112,475277610390.3633
652513967337,655772488344,652556962188,478493082112,481751614464,478536077112.6926
655772488344,659031011414,655815473932,481751614464,485010148864,481794600201.46246
659031011414,662289501202,659073993331,485010148864,488268649984,485053130930.47754
